REGISTRATION_NUMBER,STUDENT_NAME,STUDENT_GENDER,STUDENT_DEPARTMENT,STUDENT_CGPA,STUDENT_EMAILID,STUDENT_CONTACT_NUMBER
2017000078,Maria Kelly,Male,EEE,5.62,MariaKelly@hotmail.com,9986304970
2017000079,Phillip Suarez,Female,EIE,6.1,PhillipSuarez@gmail.com,9986715983
2017000080,Ronald Rodriguez,Male,Civil,9.02,RonaldRodriguez@yahoo.co.in,9986290005
2017000081,Michelle Moore,Male,EIE,6.85,MichelleMoore@yahoo.co.in,9986236361
2017000082,Bettye Eicher,Female,Civil,7.9,BettyeEicher@gmail.com,9986791035
2017000083,Eli Green,Female,EEE,8.71,EliGreen@rediffmail.com,9986266216
2017000084,Norma Salim,Female,Civil,5.74,NormaSalim@hotmail.com,9986986124
2017000085,Sara Byas,Male,ECE,9.08,SaraByas@gmail.com,9986840237
2017000086,Judy Canpos,Female,EEE,7.04,JudyCanpos@rediffmail.com,9986488171
2017000087,Joe Powell,Male,EIE,8.94,JoePowell@yahoo.co.in,9986310934
2017000088,Micha Landrum,Male,ECE,9.06,MichaLandrum@gmail.com,9986678390
2017000089,Pamela Wicker,Male,Mechanical,6.36,PamelaWicker@yahoo.co.in,9986996369
2017000090,Beverly May,Female,Mechanical,5.6,BeverlyMay@gmail.com,9986879965
2017000091,Todd Hunt,Male,EIE,6.27,ToddHunt@gmail.com,9986597203
2017000092,Marleen Graves,Male,ECE,9.49,MarleenGraves@yahoo.co.in,9986921529
2017000093,Herbert Jones,Male,ECE,8.41,HerbertJones@gmail.com,9986348923
2017000094,Sandra Souter,Male,EIE,9.58,SandraSouter@hotmail.com,9986056894
2017000095,Dawn Ashley,Male,EEE,8.37,DawnAshley@yahoo.co.in,9986631068
2017000096,Nicole Bernard,Male,Mechanical,6.84,NicoleBernard@gmail.com,9986835889
2017000097,Vicki Gagnon,Female,Mechanical,6.14,VickiGagnon@gmail.com,9986764012
2017000098,Ashley Schiefelbein,Female,EIE,8.0,AshleySchiefelbein@hotmail.com,9986775322
2017000099,Tracey Engel,Male,CSE,6.53,TraceyEngel@gmail.com,9986193171
2017000100,Maude Martinez,Female,Mechanical,6.65,MaudeMartinez@rediffmail.com,9986956787
2017000101,Lewis Ramos,Male,EIE,6.38,LewisRamos@hotmail.com,9986027872
2017000102,Virginia Whitchurch,Female,ECE,9.55,VirginiaWhitchurch@gmail.com,9986886063
2017000103,Charles Keen,Male,CSE,5.0,CharlesKeen@hotmail.com,9986475819
2017000104,Jason Gracey,Female,EEE,6.12,JasonGracey@yahoo.co.in,9986428267
2017000105,David Wilson,Male,ECE,9.05,DavidWilson@rediffmail.com,9986502279
2017000106,Frances Makris,Male,EEE,5.95,FrancesMakris@rediffmail.com,9986636010
2017000107,Travis Tabron,Male,EEE,7.09,TravisTabron@hotmail.com,9986372243
2017000108,Betty Williams,Male,EIE,8.22,BettyWilliams@gmail.com,9986597624
2017000109,Brenda Bibeau,Male,ECE,5.6,BrendaBibeau@hotmail.com,9986985372
2017000110,Myriam Cosby,Female,CSE,9.33,MyriamCosby@rediffmail.com,9986199934
2017000111,Elizabeth Ray,Female,ECE,9.16,ElizabethRay@rediffmail.com,9986415169
2017000112,Michael Bufkin,Male,Mechanical,5.03,MichaelBufkin@hotmail.com,9986702170
2017000113,Angelica Johnson,Male,CSE,9.37,AngelicaJohnson@rediffmail.com,9986604260
2017000114,Edward Rose,Female,EEE,8.7,EdwardRose@hotmail.com,9986519367
2017000115,William Longhini,Female,EEE,6.97,WilliamLonghini@rediffmail.com,9986602327
2017000116,Richard Mcglothlin,Female,Mechanical,6.32,RichardMcglothlin@rediffmail.com,9986507880
2017000117,Judith Johnson,Male,Civil,5.65,JudithJohnson@gmail.com,9986514782
2017000118,Mike Abernathy,Female,Mechanical,6.03,MikeAbernathy@rediffmail.com,9986531102
2017000119,Scott Stelter,Male,CSE,7.08,ScottStelter@hotmail.com,9986478323
2017000120,Barbara Martin,Male,Civil,6.41,BarbaraMartin@gmail.com,9986131972
2017000121,Haley Wade,Male,EEE,6.18,HaleyWade@hotmail.com,9986547531
2017000122,Bobby Navarra,Female,EEE,7.96,BobbyNavarra@yahoo.co.in,9986418094
2017000123,Nicholas Williams,Female,Mechanical,7.47,NicholasWilliams@rediffmail.com,9986125394
2017000124,Christy Holder,Male,Civil,8.7,ChristyHolder@hotmail.com,9986492100
2017000125,Betty Forney,Female,EEE,8.59,BettyForney@gmail.com,9986360864
2017000126,Lorenzo Allen,Male,EEE,5.47,LorenzoAllen@rediffmail.com,9986482988
2017000127,Cesar Morgan,Male,EIE,9.17,CesarMorgan@rediffmail.com,9986503399
2017000128,Andrew Albert,Male,Civil,6.86,AndrewAlbert@yahoo.co.in,9986988345
2017000129,Roger Whelton,Female,CSE,5.61,RogerWhelton@gmail.com,9986305630
2017000130,Anne Solano,Male,EIE,7.2,AnneSolano@rediffmail.com,9986484353
2017000131,Isabel George,Male,Civil,6.26,IsabelGeorge@rediffmail.com,9986867143
2017000132,Charles Gill,Female,EEE,6.61,CharlesGill@rediffmail.com,9986863862
2017000133,Annette Pinneo,Male,EEE,5.28,AnnettePinneo@gmail.com,9986656761
2017000134,Estrella Nolan,Male,EEE,7.31,EstrellaNolan@gmail.com,9986092823
2017000135,Randy Hurd,Male,CSE,6.48,RandyHurd@rediffmail.com,9986194092
2017000136,Nancy Carter,Female,Mechanical,8.27,NancyCarter@rediffmail.com,9986299405
2017000137,Dennis Felix,Female,Civil,9.58,DennisFelix@gmail.com,9986653174
2017000138,Mildred Perez,Female,Mechanical,8.57,MildredPerez@hotmail.com,9986760456
2017000139,Mark Walker,Male,Civil,7.89,MarkWalker@yahoo.co.in,9986026221
2017000140,Landon Boyd,Male,Civil,9.58,LandonBoyd@rediffmail.com,9986584949
2017000141,Joseph Abel,Male,CSE,8.55,JosephAbel@hotmail.com,9986915513
2017000142,Carlos Matheis,Female,CSE,6.23,CarlosMatheis@yahoo.co.in,9986447807
2017000143,Diane Dustin,Female,CSE,7.04,DianeDustin@rediffmail.com,9986444038
2017000144,Minnie Koewler,Male,ECE,5.17,MinnieKoewler@gmail.com,9986521794
2017000145,Patricia Landsman,Female,CSE,8.89,PatriciaLandsman@gmail.com,9986427380
2017000146,Ronald Zuniga,Male,EEE,7.46,RonaldZuniga@hotmail.com,9986886868
2017000147,Shannon Betancourt,Male,ECE,5.38,ShannonBetancourt@gmail.com,9986706070
2017000148,Mitchell Robles,Female,EEE,9.97,MitchellRobles@gmail.com,9986069747
2017000149,John Davison,Female,EIE,7.0,JohnDavison@gmail.com,9986912674
2017000150,Sara Hardy,Female,CSE,8.83,SaraHardy@hotmail.com,9986235173
2017000151,Toni Smith,Male,CSE,5.77,ToniSmith@yahoo.co.in,9986427188
2017000152,Evelyn Laclair,Male,CSE,6.31,EvelynLaclair@gmail.com,9986992374
2017000153,John Oroark,Female,EIE,9.5,JohnOroark@hotmail.com,9986334722
2017000154,Mary Muraoka,Male,Mechanical,9.31,MaryMuraoka@gmail.com,9986071430
2017000155,Freda Olsen,Male,Civil,5.88,FredaOlsen@gmail.com,9986398764
2017000156,Latisha Jacques,Male,EIE,8.51,LatishaJacques@rediffmail.com,9986116362
2017000157,Olga Mccullum,Male,ECE,9.67,OlgaMccullum@yahoo.co.in,9986213790
2017000158,Richard Roses,Female,Mechanical,8.19,RichardRoses@rediffmail.com,9986804146
2017000159,Monty Jimenez,Female,Mechanical,6.32,MontyJimenez@hotmail.com,9986981838
2017000160,Anne Hemphill,Female,EIE,8.19,AnneHemphill@yahoo.co.in,9986364363
2017000161,Todd Young,Male,EEE,6.44,ToddYoung@rediffmail.com,9986234481
2017000162,Gordon Long,Male,Mechanical,7.24,GordonLong@gmail.com,9986542277
2017000163,Alverta Lowery,Male,ECE,8.19,AlvertaLowery@yahoo.co.in,9986570213
2017000164,James Alexander,Female,EEE,6.12,JamesAlexander@yahoo.co.in,9986782342
2017000165,James Sharp,Female,CSE,6.07,JamesSharp@rediffmail.com,9986077639
2017000166,Maria Dawson,Male,EIE,8.63,MariaDawson@gmail.com,9986641613
2017000167,Katherine Mathson,Female,Mechanical,8.62,KatherineMathson@yahoo.co.in,9986442547
2017000168,Suzanne Fowler,Male,ECE,9.68,SuzanneFowler@gmail.com,9986780308
2017000169,Jason Wilson,Female,ECE,8.68,JasonWilson@rediffmail.com,9986609105
2017000170,Michael Brown,Female,EIE,5.51,MichaelBrown@hotmail.com,9986358298
2017000171,Richard Lindauer,Female,CSE,8.75,RichardLindauer@rediffmail.com,9986090382
2017000172,Richard Burditt,Female,ECE,8.92,RichardBurditt@hotmail.com,9986598701
2017000173,Mary Volante,Female,EEE,6.08,MaryVolante@yahoo.co.in,9986365811
2017000174,Elaine Smith,Male,CSE,8.59,ElaineSmith@gmail.com,9986764122
2017000175,Joseph Russell,Male,EEE,7.35,JosephRussell@rediffmail.com,9986533394
2017000176,Brenda Cravens,Female,Mechanical,8.95,BrendaCravens@rediffmail.com,9986336123
2017000177,Mark Uribe,Male,Mechanical,5.96,MarkUribe@rediffmail.com,9986685339
2017000178,Ernest Bond,Male,ECE,6.63,ErnestBond@gmail.com,9986611550
2017000179,Betty Pinkowski,Female,CSE,5.87,BettyPinkowski@hotmail.com,9986168775
2017000180,Alison Pirrone,Male,Mechanical,6.74,AlisonPirrone@yahoo.co.in,9986093922
2017000181,Andrea Vogus,Male,Civil,8.51,AndreaVogus@gmail.com,9986990155
2017000182,Renee Spitzer,Female,ECE,6.08,ReneeSpitzer@gmail.com,9986884709
2017000183,Bradley Sanchez,Male,ECE,6.47,BradleySanchez@hotmail.com,9986800817
2017000184,Matthew Garner,Female,CSE,7.85,MatthewGarner@hotmail.com,9986971379
2017000185,Corey Phillips,Male,ECE,9.64,CoreyPhillips@gmail.com,9986927725
2017000186,Fallon Rose,Female,CSE,6.13,FallonRose@gmail.com,9986182260
2017000187,Kelly Ver,Male,Mechanical,8.41,KellyVer@gmail.com,9986478186
2017000188,Dana Jones,Male,CSE,6.81,DanaJones@yahoo.co.in,9986395204
2017000189,Ann Johnson,Female,EEE,6.89,AnnJohnson@hotmail.com,9986855563
2017000190,David Tolbert,Female,Mechanical,7.03,DavidTolbert@hotmail.com,9986583109
2017000191,Willie Childs,Female,ECE,6.37,WillieChilds@yahoo.co.in,9986716560
2017000192,Brittany Maldonado,Male,CSE,6.25,BrittanyMaldonado@rediffmail.com,9986745955
2017000193,Sarah Vancleave,Female,EEE,5.76,SarahVancleave@rediffmail.com,9986369420
2017000194,Margaret Mayle,Male,Mechanical,9.09,MargaretMayle@rediffmail.com,9986327231
2017000195,Stacy Horn,Male,Civil,6.57,StacyHorn@gmail.com,9986613285
2017000196,Joseph Jones,Female,ECE,9.43,JosephJones@hotmail.com,9986444370
2017000197,Donald Morris,Female,EIE,8.94,DonaldMorris@yahoo.co.in,9986049695
2017000198,Andrea Dew,Male,Civil,6.29,AndreaDew@hotmail.com,9986821259
2017000199,William Walters,Female,ECE,7.15,WilliamWalters@rediffmail.com,9986828074
2017000200,Bobby Bonilla,Male,CSE,8.57,BobbyBonilla@rediffmail.com,9986017196
2017000201,Christina Bakshi,Male,EIE,5.97,ChristinaBakshi@yahoo.co.in,9986932637
2017000202,Barbara Hartrick,Female,ECE,9.6,BarbaraHartrick@rediffmail.com,9986911356
2017000203,Bobby Liss,Female,CSE,9.9,BobbyLiss@hotmail.com,9986709797
2017000204,Rodney Wheeler,Male,CSE,6.24,RodneyWheeler@yahoo.co.in,9986497512
2017000205,Philip Prindle,Male,Mechanical,8.48,PhilipPrindle@gmail.com,9986588219
2017000206,Luis Martin,Male,EIE,7.57,LuisMartin@yahoo.co.in,9986483878
2017000207,Mary Hutson,Male,Mechanical,8.17,MaryHutson@hotmail.com,9986383107
2017000208,Stanley Vicic,Female,Mechanical,5.55,StanleyVicic@hotmail.com,9986767290
2017000209,Michael Kendig,Male,Mechanical,6.42,MichaelKendig@yahoo.co.in,9986192764
2017000210,Tiffiny Woodyard,Male,ECE,8.2,TiffinyWoodyard@yahoo.co.in,9986916427
2017000211,Jennifer Mcmillion,Female,CSE,8.94,JenniferMcmillion@gmail.com,9986336169
2017000212,Brian Clayton,Male,EIE,8.68,BrianClayton@rediffmail.com,9986084847
2017000213,Tonya Mccrary,Female,ECE,5.5,TonyaMccrary@hotmail.com,9986029615
2017000214,Tina Strahm,Male,Civil,5.31,TinaStrahm@yahoo.co.in,9986702506
2017000215,Kevin Burns,Male,CSE,5.2,KevinBurns@yahoo.co.in,9986716451
2017000216,Pauline Ransom,Male,EEE,5.46,PaulineRansom@rediffmail.com,9986813661
2017000217,Steven Chamberlain,Male,Civil,9.08,StevenChamberlain@hotmail.com,9986851787
2017000218,Edna Burch,Male,EEE,5.09,EdnaBurch@rediffmail.com,9986593869
2017000219,Sharon Lacy,Female,Civil,9.48,SharonLacy@rediffmail.com,9986848673
2017000220,Christopher Edwards,Female,Civil,8.57,ChristopherEdwards@rediffmail.com,9986774088
2017000221,Ruth Peters,Female,EEE,6.88,RuthPeters@gmail.com,9986591221
2017000222,William Morrison,Female,CSE,9.63,WilliamMorrison@hotmail.com,9986150274
2017000223,Patricia Skoog,Female,EEE,8.98,PatriciaSkoog@hotmail.com,9986475120
2017000224,Christoper Pearson,Female,Civil,7.97,ChristoperPearson@hotmail.com,9986012005
2017000225,David Crozier,Female,EIE,9.41,DavidCrozier@hotmail.com,9986801893
2017000226,Troy Burroughs,Male,ECE,9.46,TroyBurroughs@hotmail.com,9986091249
2017000227,Jodi Herring,Female,EEE,8.01,JodiHerring@yahoo.co.in,9986936344
2017000228,Kevin Polak,Female,EIE,5.6,KevinPolak@hotmail.com,9986611775
2017000229,James Weston,Female,Civil,7.01,JamesWeston@rediffmail.com,9986815440
2017000230,Keith Barraza,Female,Civil,6.17,KeithBarraza@yahoo.co.in,9986304678
2017000231,Bernadette Blow,Female,EIE,9.9,BernadetteBlow@yahoo.co.in,9986920719
2017000232,Charles Long,Female,EEE,8.36,CharlesLong@gmail.com,9986309620
2017000233,Mari Logan,Male,Civil,8.91,MariLogan@rediffmail.com,9986019566
2017000234,Jeremy Ussery,Female,ECE,5.6,JeremyUssery@yahoo.co.in,9986100854
2017000235,Harold Rymer,Male,EEE,7.86,HaroldRymer@rediffmail.com,9986274548
2017000236,Donald Chestnut,Male,Mechanical,6.84,DonaldChestnut@yahoo.co.in,9986345633
2017000237,Ralph Hernandez,Male,ECE,6.62,RalphHernandez@hotmail.com,9986804345
2017000238,Ruby Johnson,Male,ECE,9.58,RubyJohnson@gmail.com,9986460564
2017000239,Andrew Washington,Male,CSE,8.82,AndrewWashington@rediffmail.com,9986318901
2017000240,Dianna Case,Male,CSE,7.68,DiannaCase@rediffmail.com,9986060920
2017000241,Christine Goulet,Female,CSE,9.19,ChristineGoulet@gmail.com,9986376511
2017000242,Edward Cox,Female,Mechanical,7.9,EdwardCox@gmail.com,9986092750
2017000243,Tammy Smelser,Female,Civil,9.8,TammySmelser@yahoo.co.in,9986933327
2017000244,William Lee,Female,ECE,9.69,WilliamLee@hotmail.com,9986139046
2017000245,Jesse Mack,Female,ECE,7.62,JesseMack@hotmail.com,9986891986
2017000246,Christopher Laramee,Male,ECE,8.61,ChristopherLaramee@yahoo.co.in,9986927320
2017000247,Jody Werley,Female,ECE,5.16,JodyWerley@gmail.com,9986723745
2017000248,Christopher Moen,Male,EEE,7.35,ChristopherMoen@yahoo.co.in,9986759410
2017000249,Richard Laird,Male,CSE,5.77,RichardLaird@hotmail.com,9986726410
2017000250,James Tomson,Female,ECE,9.18,JamesTomson@rediffmail.com,9986161999
2017000251,Diana Parish,Male,Mechanical,9.03,DianaParish@gmail.com,9986349516
2017000252,Albert Albritton,Male,ECE,6.55,AlbertAlbritton@yahoo.co.in,9986670938
2017000253,Robert Kelly,Male,CSE,7.76,RobertKelly@yahoo.co.in,9986704573
2017000254,David Dooley,Male,ECE,6.36,DavidDooley@rediffmail.com,9986866712
2017000255,Mason Corke,Female,Civil,6.75,MasonCorke@hotmail.com,9986898058
2017000256,Janet Templeton,Male,EIE,5.99,JanetTempleton@gmail.com,9986094387
2017000257,Shannon Prescott,Male,Mechanical,5.3,ShannonPrescott@yahoo.co.in,9986163432
2017000258,Lorraine Trajillo,Female,EIE,5.93,LorraineTrajillo@hotmail.com,9986905681
2017000259,Marcie Hedden,Male,Mechanical,9.18,MarcieHedden@gmail.com,9986169068
2017000260,Adrienne Lett,Female,EEE,9.91,AdrienneLett@hotmail.com,9986120325
2017000261,Lamar Torres,Male,EEE,6.07,LamarTorres@yahoo.co.in,9986705818
2017000262,Boyd Wilkinson,Male,EEE,7.72,BoydWilkinson@yahoo.co.in,9986768657
2017000263,Michael Mirabal,Female,ECE,7.73,MichaelMirabal@yahoo.co.in,9986029087
2017000264,Arthur Smith,Male,EIE,8.67,ArthurSmith@hotmail.com,9986780888
2017000265,Linda Schier,Female,Mechanical,7.01,LindaSchier@rediffmail.com,9986244344
2017000266,Lisa Verdino,Male,EEE,8.63,LisaVerdino@gmail.com,9986154065
2017000267,Della Williams,Female,EIE,8.32,DellaWilliams@hotmail.com,9986025587
2017000268,Luann Waldow,Male,EEE,7.82,LuannWaldow@gmail.com,9986840962
2017000269,Bonnie Little,Female,EIE,9.6,BonnieLittle@hotmail.com,9986277638
2017000270,Thomas Crawford,Male,ECE,8.12,ThomasCrawford@rediffmail.com,9986616703
2017000271,Tristan Hill,Male,EIE,8.01,TristanHill@gmail.com,9986105975
2017000272,Pamela Harding,Female,Civil,7.91,PamelaHarding@gmail.com,9986403053
2017000273,Paul Franich,Male,ECE,9.82,PaulFranich@yahoo.co.in,9986593429
2017000274,Kathleen Perry,Male,CSE,5.8,KathleenPerry@yahoo.co.in,9986849788
2017000275,Elias Terrill,Female,EIE,8.18,EliasTerrill@rediffmail.com,9986413716
2017000276,Robert Nguyen,Female,EEE,6.1,RobertNguyen@yahoo.co.in,9986935683
2017000277,Amber Bills,Female,EEE,7.28,AmberBills@rediffmail.com,9986303039
2017000278,Nicolette England,Female,Mechanical,6.3,NicoletteEngland@yahoo.co.in,9986099337
2017000279,Mary Marshall,Male,EEE,5.76,MaryMarshall@rediffmail.com,9986137709
2017000280,Robert Fry,Female,EEE,7.4,RobertFry@rediffmail.com,9986879135
2017000281,Gertrude Varner,Female,Mechanical,5.49,GertrudeVarner@hotmail.com,9986055539
2017000282,Joey Thomas,Female,EIE,5.05,JoeyThomas@rediffmail.com,9986101348
2017000283,Forrest Wilhoit,Male,ECE,6.8,ForrestWilhoit@rediffmail.com,9986983069
2017000284,Lawrence Harrison,Male,ECE,9.78,LawrenceHarrison@hotmail.com,9986700693
2017000285,Ricky Gray,Female,Civil,8.88,RickyGray@hotmail.com,9986639179
2017000286,Billy Gilmore,Female,Mechanical,5.06,BillyGilmore@rediffmail.com,9986857285
2017000287,Thomas Wilson,Male,ECE,9.88,ThomasWilson@rediffmail.com,9986121028
2017000288,Jeffrey Gibson,Female,CSE,9.67,JeffreyGibson@gmail.com,9986042497
2017000289,Cheryl Lewison,Male,Mechanical,9.07,CherylLewison@rediffmail.com,9986212372
2017000290,Jessica Best,Female,ECE,6.81,JessicaBest@hotmail.com,9986245008
2017000291,Danny Maly,Female,Civil,6.38,DannyMaly@gmail.com,9986187927
2017000292,Erik Coe,Female,CSE,7.95,ErikCoe@yahoo.co.in,9986079800
2017000293,Jessica Maccormack,Male,ECE,5.3,JessicaMaccormack@hotmail.com,9986508273
2017000294,James Rogers,Female,EIE,7.29,JamesRogers@hotmail.com,9986383983
2017000295,Charles Thomas,Male,EEE,8.12,CharlesThomas@hotmail.com,9986235352
2017000296,Erika Andre,Female,Civil,8.65,ErikaAndre@rediffmail.com,9986047015
2017000297,Ella Melara,Female,EEE,6.79,EllaMelara@rediffmail.com,9986455331
2017000298,Clinton Gavitt,Female,ECE,6.72,ClintonGavitt@rediffmail.com,9986085465
2017000299,Joseph Toney,Female,ECE,7.83,JosephToney@rediffmail.com,9986508951
2017000300,Richard Powell,Female,Mechanical,6.41,RichardPowell@hotmail.com,9986805803
2017000301,Anita Pinson,Male,EEE,8.1,AnitaPinson@hotmail.com,9986050755
2017000302,Ryan High,Female,ECE,7.94,RyanHigh@yahoo.co.in,9986769144
2017000303,Carole Salinas,Female,Civil,5.99,CaroleSalinas@hotmail.com,9986354966
2017000304,Catherine Simmons,Female,Civil,9.74,CatherineSimmons@hotmail.com,9986381024
2017000305,Lawrence Sager,Male,Civil,7.59,LawrenceSager@gmail.com,9986849746
2017000306,Lisa Garcia,Female,EIE,6.52,LisaGarcia@yahoo.co.in,9986884668
2017000307,Walter Muller,Male,EEE,5.07,WalterMuller@gmail.com,9986997594
