REGISTRATION_NUMBER,STUDENT_NAME,STUDENT_GENDER,STUDENT_DEPARTMENT,STUDENT_CGPA,STUDENT_EMAILID,STUDENT_CONTACT_NUMBER
20181000051,Cynthia Crawford,Female,ECE,8.47,CynthiaCrawford@hotmail.com,9986404063
20181000052,James Sykes,Female,Civil,7.78,JamesSykes@gmail.com,9986908346
20181000053,Johnnie Osborne,Male,Mechanical,7.13,JohnnieOsborne@rediffmail.com,9986990809
20181000054,Lydia Oberpriller,Male,Civil,5.58,LydiaOberpriller@rediffmail.com,9986469397
20181000055,Dee Minelli,Male,Mechanical,9.32,DeeMinelli@yahoo.co.in,9986679982
20181000056,Brittany Jordan,Female,EEE,6.13,BrittanyJordan@rediffmail.com,9986697850
20181000057,Arturo Mccrimmon,Male,EIE,6.39,ArturoMccrimmon@hotmail.com,9986350587
20181000058,Eugene Berry,Female,EIE,6.11,EugeneBerry@gmail.com,9986171487
20181000059,Mary Cozart,Female,ECE,6.22,MaryCozart@hotmail.com,9986571383
20181000060,Ann Jones,Female,ECE,9.11,AnnJones@rediffmail.com,9986778631
20181000061,William Woods,Male,CSE,7.86,WilliamWoods@yahoo.co.in,9986605062
20181000062,Elizabeth Boling,Male,Mechanical,7.69,ElizabethBoling@gmail.com,9986606246
20181000063,Kathy Hargis,Male,CSE,9.29,KathyHargis@yahoo.co.in,9986771185
20181000064,Charles Luzar,Male,EEE,9.75,CharlesLuzar@rediffmail.com,9986795727
20181000065,Lisa Jackson,Female,EEE,8.18,LisaJackson@rediffmail.com,9986524226
20181000066,Maya Winslow,Female,EEE,9.04,MayaWinslow@hotmail.com,9986268623
20181000067,Jeanine Scott,Male,ECE,8.24,JeanineScott@hotmail.com,9986127178
20181000068,Michael Polcovich,Female,ECE,8.73,MichaelPolcovich@yahoo.co.in,9986332050
20181000069,Terry Moore,Female,EIE,7.6,TerryMoore@gmail.com,9986072962
20181000070,Walter Watson,Male,EIE,8.59,WalterWatson@rediffmail.com,9986623453
20181000071,Jesus Bright,Male,Mechanical,9.24,JesusBright@gmail.com,9986522529
20181000072,Angelic Leavens,Female,EIE,8.69,AngelicLeavens@gmail.com,9986696802
20181000073,Rebecca Kim,Male,EIE,6.31,RebeccaKim@gmail.com,9986592063
20181000074,Anthony Pane,Male,Civil,5.97,AnthonyPane@gmail.com,9986232559
20181000075,Mark Bethel,Female,Mechanical,6.4,MarkBethel@hotmail.com,9986177406
20181000076,Paul Reyes,Female,EIE,5.48,PaulReyes@yahoo.co.in,9986053322
20181000077,Ambrose Ruiz,Female,EIE,9.93,AmbroseRuiz@gmail.com,9986850100
20181000078,Mary Stinson,Male,Civil,5.79,MaryStinson@rediffmail.com,9986163645
20181000079,Hazel Vargas,Male,EEE,5.94,HazelVargas@rediffmail.com,9986478686
20181000080,Willie Fuller,Female,EIE,6.73,WillieFuller@gmail.com,9986407701
20181000081,James Beers,Male,Civil,7.81,JamesBeers@hotmail.com,9986274736
20181000082,Michael Berry,Female,Civil,6.05,MichaelBerry@rediffmail.com,9986662870
20181000083,Amy Alexander,Male,ECE,6.31,AmyAlexander@hotmail.com,9986405516
20181000084,Adriana Graves,Female,Civil,6.17,AdrianaGraves@gmail.com,9986681650
20181000085,Ray Creed,Female,EEE,9.47,RayCreed@gmail.com,9986486336
20181000086,Brandon Decourcey,Female,Civil,5.09,BrandonDecourcey@yahoo.co.in,9986172346
20181000087,Sylvia Murray,Male,EEE,9.48,SylviaMurray@rediffmail.com,9986445336
20181000088,Jose Mann,Female,ECE,6.89,JoseMann@yahoo.co.in,9986291616
20181000089,Timothy Speedy,Male,CSE,5.72,TimothySpeedy@rediffmail.com,9986158335
20181000090,Martin Donahue,Female,Mechanical,9.1,MartinDonahue@gmail.com,9986453834
20181000091,Christopher Lewandowski,Female,CSE,7.25,ChristopherLewandowski@gmail.com,9986964337
20181000092,Lewis Smith,Female,ECE,6.11,LewisSmith@gmail.com,9986288129
20181000093,Mary Angle,Male,Civil,6.41,MaryAngle@hotmail.com,9986316550
20181000094,Janice Burback,Male,Mechanical,5.67,JaniceBurback@yahoo.co.in,9986525964
20181000095,Dee Bibbs,Male,Civil,9.81,DeeBibbs@yahoo.co.in,9986633906
20181000096,Janessa Lauze,Male,EEE,9.54,JanessaLauze@rediffmail.com,9986056430
20181000097,Sandy Whitrock,Female,EEE,7.77,SandyWhitrock@yahoo.co.in,9986504663
20181000098,Jenny Erling,Female,Civil,7.54,JennyErling@yahoo.co.in,9986716312
20181000099,Leon Sutton,Male,CSE,5.65,LeonSutton@gmail.com,9986822525
20181000100,Jeffrey Weston,Female,EIE,7.36,JeffreyWeston@hotmail.com,9986757384
20181000101,Margaret Lawson,Female,CSE,9.87,MargaretLawson@hotmail.com,9986187961
20181000102,Majorie Howell,Male,EEE,8.53,MajorieHowell@gmail.com,9986822631
20181000103,Carla Thomas,Male,EEE,5.8,CarlaThomas@rediffmail.com,9986524284
20181000104,Daniel Demars,Female,EEE,9.12,DanielDemars@hotmail.com,9986928202
20181000105,Creola Mcbroom,Male,Civil,9.46,CreolaMcbroom@yahoo.co.in,9986017563
20181000106,Karen Troublefield,Male,Civil,8.71,KarenTroublefield@hotmail.com,9986605272
20181000107,Robert Rowe,Male,EEE,6.8,RobertRowe@hotmail.com,9986096157
20181000108,Cheryl Brown,Female,ECE,9.99,CherylBrown@rediffmail.com,9986704931
20181000109,Julie Alexander,Male,CSE,9.71,JulieAlexander@gmail.com,9986109556
20181000110,Bridget Lehnertz,Female,CSE,5.2,BridgetLehnertz@gmail.com,9986717585
20181000111,David Johnson,Male,EIE,5.73,DavidJohnson@gmail.com,9986294547
20181000112,Kristin Liptak,Male,EIE,5.53,KristinLiptak@hotmail.com,9986445711
20181000113,Ann Garcia,Male,ECE,7.9,AnnGarcia@gmail.com,9986410524
20181000114,Betty Schmidt,Male,EIE,7.98,BettySchmidt@gmail.com,9986390192
20181000115,Raymond Fanning,Female,Mechanical,6.4,RaymondFanning@gmail.com,9986567353
20181000116,Anthony Boyce,Female,EIE,8.75,AnthonyBoyce@rediffmail.com,9986353579
20181000117,James Stjean,Male,ECE,6.45,JamesStjean@rediffmail.com,9986480216
20181000118,Muriel Davis,Male,ECE,6.28,MurielDavis@gmail.com,9986697903
20181000119,David Haynes,Female,EIE,5.24,DavidHaynes@hotmail.com,9986433835
20181000120,Julio Gaddie,Male,EEE,7.63,JulioGaddie@hotmail.com,9986164671
20181000121,Brandon Dowling,Male,Civil,9.62,BrandonDowling@yahoo.co.in,9986815096
20181000122,Joseph Roberts,Female,Mechanical,5.3,JosephRoberts@gmail.com,9986102422
20181000123,Julie Collins,Female,EEE,5.51,JulieCollins@gmail.com,9986763321
20181000124,Delores Olson,Female,ECE,9.19,DeloresOlson@rediffmail.com,9986129339
20181000125,Marilyn Thompson,Female,CSE,5.09,MarilynThompson@hotmail.com,9986189941
20181000126,Larry Colley,Male,Mechanical,8.92,LarryColley@hotmail.com,9986393076
20181000127,Daniel Huhn,Female,Mechanical,5.32,DanielHuhn@hotmail.com,9986116988
20181000128,Raul Winslow,Female,ECE,6.74,RaulWinslow@hotmail.com,9986492649
20181000129,Ashley Luten,Male,EIE,5.64,AshleyLuten@rediffmail.com,9986809521
20181000130,Rodney Garretson,Female,CSE,5.97,RodneyGarretson@gmail.com,9986858444
20181000131,Pat Pendley,Male,EIE,5.1,PatPendley@gmail.com,9986885809
20181000132,Helen Unch,Male,ECE,5.62,HelenUnch@rediffmail.com,9986917289
20181000133,Jason Loveless,Male,Civil,9.45,JasonLoveless@rediffmail.com,9986320209
20181000134,Elizabeth Jablonski,Male,EEE,8.71,ElizabethJablonski@rediffmail.com,9986051374
20181000135,Kevin Deguzman,Male,CSE,7.14,KevinDeguzman@hotmail.com,9986007282
20181000136,Adam Andrade,Female,EEE,5.0,AdamAndrade@rediffmail.com,9986643209
20181000137,Ellen Chreene,Female,CSE,5.29,EllenChreene@rediffmail.com,9986944186
20181000138,Delphia Cortes,Female,EEE,7.95,DelphiaCortes@rediffmail.com,9986705876
20181000139,Patricia Glenn,Female,Mechanical,6.86,PatriciaGlenn@rediffmail.com,9986414628
20181000140,Mario Bryson,Male,EIE,9.23,MarioBryson@yahoo.co.in,9986437514
20181000141,Dione Glasgow,Female,Mechanical,9.55,DioneGlasgow@rediffmail.com,9986671246
20181000142,Eugene Bradford,Male,CSE,8.98,EugeneBradford@yahoo.co.in,9986703872
20181000143,James Smith,Male,Mechanical,7.67,JamesSmith@hotmail.com,9986076002
20181000144,Jan Moody,Female,EEE,7.76,JanMoody@hotmail.com,9986287940
20181000145,Nicole Larry,Male,Mechanical,8.75,NicoleLarry@yahoo.co.in,9986707208
20181000146,Sarah Caspers,Female,EEE,5.49,SarahCaspers@hotmail.com,9986022323
20181000147,Jennifer Johnson,Female,ECE,5.96,JenniferJohnson@yahoo.co.in,9986553471
20181000148,Anne Sowder,Female,CSE,8.7,AnneSowder@hotmail.com,9986341462
20181000149,Alan Davis,Male,ECE,8.07,AlanDavis@rediffmail.com,9986152332
20181000150,Thomas Gardner,Male,ECE,5.37,ThomasGardner@hotmail.com,9986231679
20181000151,Rosa Taylor,Male,EEE,7.99,RosaTaylor@yahoo.co.in,9986301629
20181000152,Jonathan Hill,Female,Civil,5.77,JonathanHill@yahoo.co.in,9986408274
20181000153,Seth Martinez,Female,Civil,6.03,SethMartinez@gmail.com,9986416831
20181000154,Alex Fuentes,Female,ECE,7.43,AlexFuentes@hotmail.com,9986878944
20181000155,Sean Holdsworth,Male,EEE,8.74,SeanHoldsworth@yahoo.co.in,9986149772
20181000156,Gregory Velasquez,Female,Mechanical,9.32,GregoryVelasquez@rediffmail.com,9986423247
20181000157,Harvey Beller,Male,ECE,5.25,HarveyBeller@hotmail.com,9986319533
20181000158,Patricia Hummel,Female,CSE,8.78,PatriciaHummel@hotmail.com,9986672505
20181000159,Heather Garcia,Female,EEE,9.66,HeatherGarcia@rediffmail.com,9986046835
20181000160,Felicia Howard,Female,Mechanical,8.64,FeliciaHoward@hotmail.com,9986013091
20181000161,Jacinto Smith,Female,Civil,5.54,JacintoSmith@yahoo.co.in,9986053810
20181000162,Gloria Nguyen,Female,CSE,8.81,GloriaNguyen@hotmail.com,9986650040
20181000163,John Mann,Female,ECE,6.38,JohnMann@yahoo.co.in,9986688107
20181000164,Barbara Miers,Male,EIE,6.01,BarbaraMiers@yahoo.co.in,9986390800
20181000165,Ida Yee,Male,CSE,7.69,IdaYee@hotmail.com,9986987686
20181000166,Mary Pastorin,Female,CSE,9.25,MaryPastorin@rediffmail.com,9986854850
20181000167,Pauline Kinney,Male,EIE,8.09,PaulineKinney@rediffmail.com,9986203917
20181000168,Sonya Ramsey,Female,Civil,5.83,SonyaRamsey@hotmail.com,9986490392
20181000169,Zachary Wilder,Female,CSE,5.96,ZacharyWilder@yahoo.co.in,9986361003
20181000170,Robert Salyer,Female,CSE,9.5,RobertSalyer@yahoo.co.in,9986896552
20181000171,Nancy Cameron,Female,CSE,8.61,NancyCameron@gmail.com,9986351156
20181000172,Patricia Young,Male,Mechanical,5.41,PatriciaYoung@gmail.com,9986513029
20181000173,Charles Mills,Male,EIE,9.68,CharlesMills@gmail.com,9986679524
20181000174,Amanda Valenziano,Female,EIE,6.32,AmandaValenziano@yahoo.co.in,9986378046
20181000175,Clarence Shaffer,Female,EEE,7.13,ClarenceShaffer@gmail.com,9986708281
20181000176,Agustin Piccirillo,Male,CSE,7.07,AgustinPiccirillo@yahoo.co.in,9986327356
20181000177,Frank Thornton,Female,Mechanical,6.87,FrankThornton@rediffmail.com,9986323023
20181000178,Jennifer Trease,Female,Mechanical,5.04,JenniferTrease@rediffmail.com,9986757760
20181000179,Loretta Hall,Female,EEE,7.19,LorettaHall@gmail.com,9986607556
20181000180,David Butler,Female,CSE,6.28,DavidButler@rediffmail.com,9986057557
20181000181,William Jackson,Male,CSE,8.0,WilliamJackson@gmail.com,9986014247
20181000182,Lisa Gibbs,Male,EIE,8.3,LisaGibbs@hotmail.com,9986931041
20181000183,Mathew Smith,Female,EEE,5.74,MathewSmith@gmail.com,9986089742
20181000184,Bryan Gutierrez,Female,CSE,5.01,BryanGutierrez@hotmail.com,9986629559
20181000185,Dorthy Mugrage,Male,CSE,9.93,DorthyMugrage@yahoo.co.in,9986793595
20181000186,Floyd Moore,Male,Mechanical,6.02,FloydMoore@gmail.com,9986199091
20181000187,Glenna Fenn,Male,CSE,7.9,GlennaFenn@hotmail.com,9986208601
20181000188,Louise Davenport,Female,Civil,5.18,LouiseDavenport@gmail.com,9986790309
20181000189,Gary Blok,Male,ECE,6.08,GaryBlok@rediffmail.com,9986110028
20181000190,Terry Koester,Male,Civil,7.2,TerryKoester@gmail.com,9986765229
20181000191,Annie Tomopoulos,Male,ECE,8.17,AnnieTomopoulos@yahoo.co.in,9986559793
20181000192,Rodney Boykins,Male,CSE,7.21,RodneyBoykins@rediffmail.com,9986225994
20181000193,John Jemmott,Male,CSE,8.39,JohnJemmott@rediffmail.com,9986900415
20181000194,Ruth Faw,Female,EEE,9.3,RuthFaw@gmail.com,9986652366
20181000195,David Blanc,Male,Mechanical,6.62,DavidBlanc@hotmail.com,9986905360
20181000196,Dana Middendorf,Male,EIE,6.38,DanaMiddendorf@gmail.com,9986091300
20181000197,Mildred Travis,Male,CSE,6.01,MildredTravis@hotmail.com,9986057446
20181000198,Debra Lozoya,Female,EEE,6.18,DebraLozoya@hotmail.com,9986063186
20181000199,Victor Hayhoe,Male,EEE,8.27,VictorHayhoe@yahoo.co.in,9986078823
20181000200,Victor Kaminsky,Male,ECE,8.67,VictorKaminsky@hotmail.com,9986060145
20181000201,Daniel Martinez,Female,EEE,8.27,DanielMartinez@hotmail.com,9986969828
20181000202,Bernard Reed,Male,ECE,9.42,BernardReed@rediffmail.com,9986897984
20181000203,Vito Sutton,Male,EEE,6.06,VitoSutton@yahoo.co.in,9986908055
20181000204,David Goodell,Female,Civil,7.99,DavidGoodell@yahoo.co.in,9986870787
20181000205,Louise Smith,Male,Civil,9.34,LouiseSmith@rediffmail.com,9986124814
20181000206,Martin Rodriguez,Male,Mechanical,5.76,MartinRodriguez@hotmail.com,9986330520
20181000207,Angela Lopez,Female,CSE,5.27,AngelaLopez@hotmail.com,9986889035
20181000208,Jessica Bowling,Male,ECE,7.87,JessicaBowling@hotmail.com,9986668262
20181000209,Richard Skipper,Female,Civil,6.0,RichardSkipper@rediffmail.com,9986412484
20181000210,Jess Rasmussen,Male,EIE,7.3,JessRasmussen@yahoo.co.in,9986157825
20181000211,Donald Graig,Female,ECE,5.46,DonaldGraig@yahoo.co.in,9986898420
20181000212,Scarlett Furfaro,Male,Mechanical,8.3,ScarlettFurfaro@gmail.com,9986994513
20181000213,Rose Lavin,Female,Civil,8.71,RoseLavin@gmail.com,9986372377
20181000214,Gene Patterson,Male,Mechanical,7.1,GenePatterson@rediffmail.com,9986974375
20181000215,Howard Lawless,Female,Mechanical,8.38,HowardLawless@rediffmail.com,9986217105
20181000216,Pedro Batchelor,Male,EEE,8.78,PedroBatchelor@hotmail.com,9986110599
20181000217,Chasity Stone,Female,EIE,5.6,ChasityStone@hotmail.com,9986010043
20181000218,Marilyn Clay,Female,Civil,5.24,MarilynClay@hotmail.com,9986590341
20181000219,Jerry Deroche,Female,CSE,8.93,JerryDeroche@gmail.com,9986857786
20181000220,Bernarda Haley,Male,CSE,7.6,BernardaHaley@hotmail.com,9986803198
20181000221,Loretta Oneal,Female,EEE,9.28,LorettaOneal@hotmail.com,9986840839
20181000222,Yolonda Guillory,Female,Civil,7.48,YolondaGuillory@yahoo.co.in,9986035557
20181000223,Mary Watkins,Female,Civil,5.74,MaryWatkins@hotmail.com,9986146397
20181000224,Rebecca Ohanesian,Female,EEE,7.08,RebeccaOhanesian@gmail.com,9986986314
20181000225,Gloria Robinson,Female,Civil,9.01,GloriaRobinson@yahoo.co.in,9986008556
20181000226,Judy Skinner,Male,EEE,5.76,JudySkinner@yahoo.co.in,9986671363
20181000227,Christopher Robinson,Male,EEE,9.5,ChristopherRobinson@hotmail.com,9986559060
20181000228,James Alford,Female,ECE,6.33,JamesAlford@gmail.com,9986496677
20181000229,Rufus Pattee,Female,EEE,9.97,RufusPattee@gmail.com,9986645224
20181000230,Glenn Tyre,Male,ECE,7.35,GlennTyre@gmail.com,9986876407
20181000231,Paula Moss,Male,ECE,7.64,PaulaMoss@hotmail.com,9986449038
20181000232,Ha Evers,Male,ECE,6.8,HaEvers@rediffmail.com,9986318517
20181000233,Andrea Webb,Female,Mechanical,7.76,AndreaWebb@hotmail.com,9986639261
20181000234,Cindy Milligan,Female,Mechanical,8.92,CindyMilligan@hotmail.com,9986388017
20181000235,Eric Stacy,Female,EEE,6.18,EricStacy@hotmail.com,9986256618
20181000236,Nathaniel Wealer,Female,Mechanical,5.06,NathanielWealer@hotmail.com,9986465630
20181000237,Dean Lundin,Female,Mechanical,8.12,DeanLundin@rediffmail.com,9986736364
20181000238,Nichole Muske,Male,ECE,5.88,NicholeMuske@yahoo.co.in,9986947059
20181000239,Gary Hudgins,Female,EIE,5.12,GaryHudgins@rediffmail.com,9986935787
20181000240,Thomas Chamberlin,Male,CSE,5.91,ThomasChamberlin@rediffmail.com,9986283348
20181000241,Bobby Drum,Female,ECE,7.63,BobbyDrum@rediffmail.com,9986167260
20181000242,Darin Mata,Female,Civil,7.11,DarinMata@gmail.com,9986406528
20181000243,Matthew Mccall,Male,EEE,9.09,MatthewMccall@gmail.com,9986439200
20181000244,Cathrine Perryman,Female,EIE,9.92,CathrinePerryman@yahoo.co.in,9986499273
20181000245,Sheri Hall,Male,Civil,5.86,SheriHall@rediffmail.com,9986722056
20181000246,Henry Altieri,Female,Civil,8.36,HenryAltieri@yahoo.co.in,9986993260
20181000247,Gregory Scroggins,Male,ECE,8.65,GregoryScroggins@hotmail.com,9986237602
20181000248,Lonnie Davidson,Female,CSE,7.55,LonnieDavidson@gmail.com,9986774759
20181000249,Dorothy Crawford,Female,ECE,9.12,DorothyCrawford@gmail.com,9986689352
20181000250,Kerri Brennan,Male,ECE,6.7,KerriBrennan@gmail.com,9986293297
20181000251,Mary Lee,Male,EIE,9.54,MaryLee@gmail.com,9986600676
20181000252,Susan Young,Female,CSE,8.82,SusanYoung@gmail.com,9986434481
20181000253,Tyler Normand,Male,Civil,5.21,TylerNormand@hotmail.com,9986713839
20181000254,Douglas Schoof,Male,ECE,9.34,DouglasSchoof@rediffmail.com,9986706325
20181000255,Molly Terry,Female,Civil,8.58,MollyTerry@yahoo.co.in,9986595605
20181000256,Robyn Hannaford,Male,EEE,9.99,RobynHannaford@rediffmail.com,9986260026
20181000257,Christopher Ragusano,Female,EEE,5.55,ChristopherRagusano@hotmail.com,9986565103
20181000258,John Franco,Female,EIE,9.04,JohnFranco@hotmail.com,9986039456
20181000259,Donna Stevens,Female,EIE,8.98,DonnaStevens@gmail.com,9986849392
20181000260,Walter Quincy,Male,EIE,5.28,WalterQuincy@gmail.com,9986732335
20181000261,Edward Brister,Female,ECE,6.95,EdwardBrister@gmail.com,9986991525
20181000262,Winifred Salcedo,Male,Civil,7.17,WinifredSalcedo@yahoo.co.in,9986849508
20181000263,Craig Deroche,Female,Civil,6.72,CraigDeroche@yahoo.co.in,9986242379
20181000264,Troy Kepler,Male,ECE,6.97,TroyKepler@yahoo.co.in,9986728107
20181000265,Jack Thomas,Male,ECE,5.36,JackThomas@gmail.com,9986587132
20181000266,Justin Lefebvre,Female,Mechanical,5.62,JustinLefebvre@gmail.com,9986665275
20181000267,Peggy Thomas,Female,CSE,7.26,PeggyThomas@gmail.com,9986232996
20181000268,Raymond Walker,Female,ECE,6.02,RaymondWalker@rediffmail.com,9986751268
20181000269,Allen Lasch,Male,EIE,9.82,AllenLasch@gmail.com,9986066196
20181000270,Nelson Bowman,Male,CSE,8.77,NelsonBowman@yahoo.co.in,9986251968
20181000271,Roberto Burkhart,Female,EEE,8.59,RobertoBurkhart@rediffmail.com,9986309582
20181000272,Mary Cote,Female,CSE,5.91,MaryCote@yahoo.co.in,9986286243
20181000273,John Herrod,Male,Civil,6.93,JohnHerrod@gmail.com,9986154103
20181000274,Dorothy Class,Male,ECE,6.13,DorothyClass@hotmail.com,9986826938
20181000275,Charles Hatfield,Female,EIE,5.82,CharlesHatfield@rediffmail.com,9986178650
20181000276,Douglas Calhoun,Female,Civil,5.32,DouglasCalhoun@gmail.com,9986156147
20181000277,Jennifer Carrasquillo,Female,CSE,6.16,JenniferCarrasquillo@gmail.com,9986131486
20181000278,Vernita Carr,Female,CSE,7.86,VernitaCarr@gmail.com,9986677403
20181000279,Katie Varos,Male,EIE,9.24,KatieVaros@rediffmail.com,9986717191
20181000280,Norman Lorensen,Female,ECE,8.53,NormanLorensen@hotmail.com,9986077661
20181000281,Donald Martin,Female,EEE,5.93,DonaldMartin@rediffmail.com,9986300392
20181000282,Alexis Newson,Female,ECE,7.89,AlexisNewson@hotmail.com,9986753478
20181000283,Donald Thomas,Male,ECE,5.93,DonaldThomas@gmail.com,9986595053
20181000284,Sylvia Figueroa,Male,Mechanical,8.15,SylviaFigueroa@gmail.com,9986190487
20181000285,Essie Mcconnell,Male,EEE,9.74,EssieMcconnell@yahoo.co.in,9986144638
20181000286,Debra Tacker,Female,EIE,9.57,DebraTacker@rediffmail.com,9986233968
20181000287,Dorothy Meyer,Male,CSE,8.74,DorothyMeyer@yahoo.co.in,9986279775
20181000288,Emily Hoff,Male,Civil,7.87,EmilyHoff@hotmail.com,9986557578
20181000289,Joanne Cardinal,Female,ECE,7.91,JoanneCardinal@gmail.com,9986518916
20181000290,Jason Stamp,Female,EEE,6.79,JasonStamp@yahoo.co.in,9986099412
20181000291,James Hood,Male,Civil,7.83,JamesHood@rediffmail.com,9986073933
20181000292,Evelyn Harvey,Male,ECE,8.72,EvelynHarvey@yahoo.co.in,9986767697
20181000293,Robert Runquist,Female,ECE,9.32,RobertRunquist@yahoo.co.in,9986297714
20181000294,Holly Johnson,Female,EIE,8.03,HollyJohnson@yahoo.co.in,9986583690
20181000295,Kenneth Albero,Male,Civil,6.03,KennethAlbero@rediffmail.com,9986226816
20181000296,James Boyette,Female,Civil,5.44,JamesBoyette@yahoo.co.in,9986067671
20181000297,Nicholas Jones,Male,Civil,5.2,NicholasJones@rediffmail.com,9986496244
20181000298,Guadalupe Scott,Male,CSE,8.07,GuadalupeScott@rediffmail.com,9986203280
20181000299,Kristy Holt,Female,EIE,8.21,KristyHolt@rediffmail.com,9986521466
20181000300,Wayne Sandler,Female,Civil,8.88,WayneSandler@gmail.com,9986094156
20181000301,Mario Wallen,Male,Civil,6.58,MarioWallen@rediffmail.com,9986541471
20181000302,Darrin Reynolds,Female,EEE,5.11,DarrinReynolds@yahoo.co.in,9986536424
20181000303,Ernest Williamson,Male,Civil,5.61,ErnestWilliamson@hotmail.com,9986465667
20181000304,Joe Spencer,Male,ECE,5.67,JoeSpencer@hotmail.com,9986692321
20181000305,Shirley Russell,Female,EEE,9.99,ShirleyRussell@hotmail.com,9986957046
